No,Judul Berita,Isi Berita,Tanggal Berita,Kategori Berita
53,Manfaat Mengganti Oli Kompresor AC Mobil secara Berkala,"KLATEN, KOMPAS.com - Mobil wajib dirawat dengan baik, agar performa tetap prima. Termasuk sistem air conditioner (AC) selaku penunjang kenyamanan penumpang di dalam kabin.Meski belum terjadi penurunan performa AC secara signifikan, ternyata konsumen tetap harus merawatnya secara berkala. Seperti membersihkan filter kabin dan mengganti oli kompresor.Dewa, Pemilik AC Mobil Jogja mengatakan demi menjaga performa AC mobil tetap optimal, filter kabin harus dijaga kebersihannya, dan penggantian oli kompresor sebaiknya diperhatikan.Baca juga: Kenali Penyebab AC Mobil Tak Dingin Saat Dioperasikan Siang Hari“Setiap servis berkala, pembersihan filter kabin sebaiknya dilakukan agar selalu bersih, sementara penggantian oli kompresor tetap dilakukan secara teratur yaitu per 20.000 Km atau satu tahun,” ucap Dewa kepada Kompas.com, Kamis (5/9/2024).Dewa mengatakan langkah tersebut sebagai antisipasi untuk menghindari terjadinya penurunan performa AC akibat filter kabin kotor dan kualitas oli kompresor memburuk.Menurut Dewa, oli kompresor kerap terabaikan perawatannya sehingga berubah warna yang awalnya bening jadi menghitam akibat kontaminan. Padahal oli kompresor bekerja meliputi seluruh komponen, sehingga kotoran bisa tersebar.Baca juga: Jangan Salah, AC Mobil Menyemburkan Uap Es Justru Abnormal Pricebook Perawatan AC mobil harus rutin dilakukan demi menjaga performa dan mencegah terjadinya kerusakan. “Dampak oli kompresor kotor bisa menyebabkan AC kurang dingin, akibat aliran freon tidak lancar tersumbat kotoran, dan biaya perbaikannya bisa lebih besar daripada servis rutin, bila ada komponen yang tersumbat,” ucap Dewa.Dewa mengatakan penggantian komponen utama seperti kompresor bisa menjadi solusi terbaik karena telah terjadi keausan. Sementara, sisa gaya geseknya membuat pampat kondensor yang memiliki pipa-pipa kecil susah dibersihkan.Jadi, menurut Dewa, dengan mengganti oli kompresor secara berkala akan mencegah pembengkakan biaya perawatan AC mobil Anda.",06/09/2024,OTOMOTIF
54,"Alex Marquez Terima Maaf Bagnaia, tapi Sebut Merusak Reputasinya","JAKARTA, KOMPAS.com - Pebalap Gresini Racing Alex Marquez menghargai permintaan maaf Francesco Bagnaia setelah menudingnya sengaja membuatnya jatuh di MotoGP Aragon pekan lalu.Namun, Alex mengatakan, pernyataan Bagnaia itu merusak reputasinya sebagai pebalap yang ""bersih.""Adik Marc Marquez itu juga mengatakan, selain dirinya, Bagnaia juga merusak citra Gresini Racing.Baca juga: Catat Waktunya, Jalan Tol Sigli-Banda Aceh Seksi 5-6 Tutup Sementara""Fakta bahwa dia meminta maaf, saya suka dan saya sangat berterima kasih kepadanya atas kata-katanya,"" kata Alex, dilansir dari Crash, Jumat (6/9/2024).Dok. Gresini Racing Alex Marquez saat berlaga pada MotoGP Austria 2024“Tetapi juga benar bahwa (pernyataan) itu merusak (citra) diri saya pribadi, tim saya, dan citra saya sebagai seorang pebalap,"" kata Alex.Meski demikian, Alex mengatakan, semua sudah terjadi. Pebalap Spanyol itu menghargai Bagnaia dan menurutnya masalah ini sudah selesai“Dengan mengatakan itu, saya ingin menutup bab ini. Saya tidak ingin membicarakannya lagi,” katanya.Baca juga: 600 Unit GAC Aion Y Plus Mendarat di IndonesiaSeperti diketahui, Bagnaia dan Marquez terlibat dalam insiden besar saat berebut posisi ketiga di akhir Grand Prix Aragon hari Minggu, pekan lalu.AFP/JURE MAKOVEC Selebrasi Francesco Bagnaia usai memenangi Sprint Race MotoGP Austria 2024 di Sirkuit Red Bull Ring, 17 Agustus 2024. Terkini, Bagnaia menjadi pemenang balapan utama MotoGP Austria 18 Agustus 2024.  (Photo by Jure Makovec / AFP)Usai kejadian, Stewards FIM memutuskan bahwa insiden itu bukan karena niat jahat dan tidak ada yang dihukum. Bagnaia dan Alex mempunyai argumen sendiri, tapi Bagnaia sempat menuduh Alex berbuat curang.Baca juga: Pasar Melambat, Peluncuran Avanza Hybrid di RI Masih Tertunda?Menurut Bagnaia, Alex sudah melihat dirinya, tapi justru malah buka gas dan berusaha membuat kontak. Setelah mengeluarkan pernyataan itu, Bagnaia meminta maaf secara terbuka.""Saya agak terlalu keras dalam kata-kata saya. Saya tidak ingin mengatakan bahwa dia sengaja membuat saya terjatuh,"" kata Bagnaia.Bentrokan Bagnaia-Alex jadi seru karena dikaitkan dengan kejadian Rossi-Marc Marquez pada 2015. Jika Rossi bersitegang dengan sang kakak, Bagnaia yang merupakan murid Rossi beradu dengan Alex Marquez.",06/09/2024,OTOMOTIF
55,"Coba Bus Baru PO Juragan 99 Trans Jakarta-Malang, Tiket Rp 620.000","MALANG, KOMPAS.com - PO Juragan 99 Trans belum lama ini meluncurkan bus baru, yakni Jetbus 5 SDD Dream Coach. Artinya, bus pakai model tingkat tapi diisi dengan bangku sleeper semuanya.Kompas.com dapat kesempatan buat mencoba bus tersebut dari Jakarta ke Malang. Buat tarifnya, sleeper atas dibanderol Rp 620.000, sleeper bawah Rp 640.000, dan sleeper paling depan atau First Class Rp 670.000.Buat perjalanan kali ini, Kompas com dapat tiket untuk di sleeper atas, tepatnya bangku 3C. Bus berangkat dari kantor perwakilan Juragan 99 Trans Pondok Pinang, Jakarta Selatan, check in buat tiket dan bagasi.Baca juga: Ambisi PO Juragan 99 Trans Tingkatkan Kenyamanan Bus IndonesiaKompas.com/Fathan Bus tingkat sleeper PO Juragan 99 Trans Bus berangkat pukul 16.15 WIB, sekitar lima menit sebelumnya, penumpang diminta masuk ke kabin. Buat duduk di sleeper atas, harus naik pijakan dan pegangan yang kuat ke tiang, rasanya kurang pas buat orang yang sudah lanjut usia, harus dibantu.Pada bangku setiap penumpang sudah disiapkan tas jinjing berisi snack, minuman, masker dan earphone. Selain itu, di kapsul sleeper juga ada bantal, guling, dan selimut.Baca juga: 600 Unit GAC Aion Y Plus Mendarat di IndonesiaKompas.com/Fathan Bus tingkat sleeper PO Juragan 99 Trans Model bus yang ala hotel kapsul ini juga makin terasa dengan adanya sandal khas hotel, remote buat TV Internet. Lalu ada juga buku instruksi keselamatan kalau misal ada kecelakaan, apa yang harus dilakukan, lokasi pintu darurat, dan sebagainya.Buat bangku, setelannya sudah full elektrik dengan tombol, tersedia juga fitur pijat atau getar di punggung dan kaki. Selain itu juga ada tiga USB port buat isi daya telepon genggam.Bus pun berangkat, tidak lama berselang, suara co-driver terdengar dari speaker. Informasi seperti tujuan bus, lama perjalanan, istirahat di mana, diberi tahu semua ke penumpang.Buat posisi duduk, sebenarnya untuk orang dengan postur tinggi 178cm seperti penguji cukup pas, mentok kakinya. Begitu juga kalau bangku dalam posisi paling rebah, sekitar 150 derajat, kaki tetap menempel ke bagian depan kapsul sleeper.Kompas.com/Fathan Bus tingkat sleeper PO Juragan 99 Trans Selama perjalanan, karena posisi bangku sleeper yang ada di atas, saat lewat jalan tidak rata, guncangan cukup terasa. Cuma kalau di jalan yang mulus, bantingan suspensi udara Volvo B11R Euro5 sudah memberi ayunan yang relatif nyaman.Perjalanan dari Pondok Pinang berhenti dulu ke Terminal Pulogebang dan kantor perwakilan Bekasi buat angkut penumpang. Setelah itu, dilanjutkan sampai istirahat makan di Restoran Rosin Subang, Jawa Barat dan sampai sekitar pukul 20.00 WIB.Kompas.com/Fathan Servis makan PO Juragan 99 Trans di Restoran Rosin Subang, Jawa Barat Buat menu makan, saat memesan tiket sudah disiapkan beberapa menu, seperti nasi katsu, nasi timbel, nasi berkat dan nasi rawon. Jadi saat sampai restoran, sudah disediakan sesuai dengan pesanan.Lama waktu makan di Restoran Rosin Subang sekitar 30 menit. Jadi setelah makan kalau masih ada waktu bisa ke toilet buat buang air.Perjalanan pun dilanjutkan, bus jalan dari tempat servis makan sampai ke Malang, Jawa Timur. Penguji langsung kembali ke bangku dan mencoba menikmati hiburan dari TV Internet.Kompas.com/Fathan Bus tingkat sleeper PO Juragan 99 Trans Kebetulan TV Internet yang di bangku penguji bekerja dengan baik. Karena di beberapa bangku ada yang TV-nya tidak terhubung ke internet sampai masalah di colokan earphone buat dengar suaranya.",06/09/2024,OTOMOTIF
56,Wapres Ingatkan Pentingnya Transportasi Ramah Lingkungan untuk Kurangi Emisi Karbon ,"JAKARTA, KOMPAS.com - Wakil Presiden (Wapres) Ma'ruf Amin mengatakan, pemerintah terus berupaya membangun sistem transportasi yang lebih ramah lingkungan.Hal itu dilakukan untuk mengurangi emisi karbon sebagai upaya mengantisipasi dampak lebih lanjut dari perubahan iklim.""Kekhawatiran terhadap dampak yang ditimbulkan dari perubahan iklim juga menjadi dorongan bagi Indonesia untuk terus berupaya mengurangi emisi karbon melalui pembangunan transportasi yang ramah lingkungan,"" ujar Wapres Ma'ruf saat memberikan sambutan pada acara Hub Space 2024 di JiExpo Kemayoran, Jakarta, Jumat (6/9/2024).Baca juga: Begini Langkah Nyata Gojek Hadirkan Layanan Transportasi Ramah LingkunganDok. pribadi Djoko Setijowarno Ilustrasi transportasi umum Trans Metro Pasundan. Ia juga mengungkapkan, transportasi merupakan elemen penting penghubung antarwilayah, yang mendukung pengembangan ekonomi dan pembangunan suatu peradaban.Karakteristik geografis dan topografi Indonesia yang beragam menjadi satu tantangan tersendiri dalam pembangunan infrastruktur transportasi yang efisien dan terintegrasi.""Selain itu, kita juga masih menghadapi pembangunan infrastruktur transportasi yang belum merata, keterbatasan anggaran pembiayaan infrastruktur, hingga kemacetan lalu lintas di kota besar,"" kata Wapres.Menyikapi berbagai tantangan sektor transportasi yang semakin kompleks itu, lanjut Ma'ruf, pemerintah melakukan berbagai strategi.Baca juga: Lewat ARCEO’s Conference ke-44, KAI Commuter Promosikan Inovasi Transportasi CerdasAntara lain pengembangan infrastruktur transportasi massal untuk mengurangi kemacetan, memperbaiki kualitas udara, dan mempermudah mobilitas masyarakat.Kemudian, melakukan peningkatan konektivitas antarwilayah sampai kepada daerah terdepan, terluar, dan tertinggal, yang menstimulasi pertumbuhan ekonomi dan mendukung kelancaran logistik.Saat ini juga telah dimulai penerapan sistem transportasi cerdas yang memanfaatkan teknologi digital dan informasi untuk meningkatkan efisiensi operasional dan keselamatan transportasi.",06/09/2024,MONEY
57,Bos OJK: Pemulihan Daya Beli Berlangsung Lambat,"JAKARTA, KOMPAS.com - Ketua Dewan Komisioner Otoritas Jasa Keuangan (OJK), Mahendra Siregar, menyoroti kinerja pemulihan daya beli masyarakat yang cenderung bergerak lambat.Mahendra mengatakan, laju inflasi nasional, khususnya pada komponen inti, cenderung terjaga hingga Agustus 2024, yakni mencapi 0,20 persen secara bulanan (month to month/mtm).""Namun perlu dicermati pemulihan daya beli yang saat ini berlangsung relatifp lambat,"" kata dia, dalam Konferensi Pers Hasil RDK Bulanan Agustus 2024, secara virtual, Jumat (6/9/2024).Baca juga: Deflasi 4 Bulan Berturut-turut karena Daya Beli Masyarakat Turun? Ini Kata BPSIndikator perekonomian tersebut perlu dicermati untuk menjaga kinerja sektor pasar keuangan domestik, yang saat ini sedang ""kebanjiran"" aliran modal asing.Mahendra menyebutkan, pasar keuangan negara berkembang, termasuk Indonesia, tengah banyak menerima aliran modal asing, khususnya ke instrumen obligasi, seiring dengan ekspektasi penurunan tingkat suku bunga acuan bank sentral Amerika Serikat, The Federal Reserve (The Fed).""Di pasar domestik kinerja perekonomian masih cukup positif dan cenderung stabil dengan tingkat inflasi inti yang terjaga, dan neraca perdagangan yang tercatat surplus,"" tuturnya.Meskipun demikian, Mahendra meminta kepada para pemangku kepentingan, khususnya pelaku industri, untuk tetap berhati-hati dan menyiapkan langkah antisipatif, sebab ketidakpastian global masih berlanjut.Ketidakpastian yang dimaksud utamanya bersumber dari sentimen pelemahan ekonomi China, gelaran pemilihan presiden AS, serta tensi geopolitik yang masih tinggi di sejumlah kawasan.""(OJK) meminta industri untuk menilai down side risk secara berkala, seperti menyediakan buffer yang memadai dan pelaksanaan uji ketahanan secara periodik,"" ucap Mahendra.Baca juga: BI Belum Lihat Ada Tanda-tanda Penurunan Daya Beli Masyarakat",06/09/2024,MONEY
58,"Awas Macet, Ada Perbaikan Tol Jakarta-Cikampek Seminggu ke Depan","JAKARTA, KOMPAS.com – Para pengendara yang sering melintas di Jalan Tol Jakarta-Cikampek wajib mengatur perjalanan agar tidak terjebak kemacetan. Sebab, Jasa Marga tengah melakukan perbaikan jalan mulai Sabtu (7/9/2024), sampai Sabtu (14/9/2024) minggu depan.Amri Sanusi, Senior Manager Representative Office 1 PT Jasamarga Transjawa Tol, mengatakan, perbaikan jalan tol dilakukan dalam rangka meningkatkan kenyamanan bagi pengguna jalan serta upaya PT Jasamarga Transjawa Tol (JTT) memenuhi Standar Pelayanan Minimal (SPM).Pada kali ini, PT Jasamarga Transjawa Tol bersama PT Jasamarga Tollroad Maintenance (JMTM) melakukan rekonstruksi jembatan dan jalan di Ruas Jalan Tol Jakarta-Cikampek.Baca juga: Penyebab Pedal Kopling Mobil Manual Keras Saat DiinjakJasa Marga Ilustrasi pengerjaan jalan di Tol Jakarta-Cikampek“PT Jasamarga Transjawa Tol telah menyiapkan prosedur mitigasi diantaranya pengalihan arus lalu lintas yang terdampak sebelum area kerja,” ujar Amri, dalam keterangan resmi, Jumat (6/9/2024).Selain itu, Jasa Marga juga mempersempit area kerja, persiapan contraflow apabila kondisi lalu lintas kendaraan padat, serta berkoordinasi dengan Kepolisian Patroli Jalan Raya (PJR) dan PT Jasamarga Tollroad Operator (JMTO) dalam pengaturan lalu lintas.Guna memastikan informasi ini diterima dengan baik oleh pengguna jalan, PT JTT juga telah melakukan sosialisasi rencana pekerjaan dengan memasang media luar ruang.Baca juga: Hyundai Siapkan MPV Listrik 7 Penumpang di IndonesiaDi antaranya berupa spanduk imbauan pekerjaan dan Dynamic Message Sign (DMS) di Ruas Jalan Tol Jakarta-Cikampek arah Jakarta dan Cikampek.“PT Jasamarga Transjawa Tol memohon maaf atas ketidaknyamanan yang ditimbulkan akibat adanya pekerjaan dimaksud,” ucap Amri.PT Jasamarga Transjawa Tol mengimbau kepada seluruh pengguna jalan agar mengantisipasi perjalanan, memastikan kendaraan dalam keadaan prima, saldo uang elektronik cukup, mengisi bahan bakar sebelum memulai perjalanan.“Selalu berhati-hati dan menaati rambu-rambu terutama di sekitar lokasi pekerjaan,” kata Amri.Baca juga: Apa Kabar Pembangunan Pabrik Mazda di Indonesia?Jasa Marga pengerjaan jalan di Tol Jakarta-CikampekBerikut ini rincian tanggal dan lokasi pekerjaan di Ruas Jalan Tol Jakarta-Cikampek:1. Sabtu (7/9/2024) pukul 14.00 WIB sampai Jumat (13/9/2024) pukul 14.00 WIB terdapat rekonstruksi jembatan KM 62+720 arah Cikampek lajur 32. Minggu (8/9/2024) pukul 09.00 WIB sampai Jumat (13/9/2024) pukul 18.00 WIB terdapat rekonstruksi jalan di KM 19+809 sampai KM 20+074 arah Cikampek lajur 13. Senin (9/9/2024) pukul 08.00 WIB sampai Sabtu (14/9/2024) pukul 11.00 WIB terdapat rekonstruksi jalan di KM 27+753 sampai KM 27+622 arah Jakarta lajur 1 dan lajur 2",06/09/2024,OTOMOTIF
59,Perbaikan Mesin Tidak Optimal Bikin Mobil Lebih Mudah Overheat,"KLATEN, KOMPAS.com - Kejadian overheating atau panas berlebihan pada mesin mobil di masa lampau, bisa menimbulkan masalah di kemudian hari.Perbaikan tidak optimal, membuat mobil menyembunyikan penyakit yang sewaktu-waktu bisa kambuh, semacam bom waktu.Hardi Wibowo, Pemilik Aha Motor Yogyakarta mengatakan, dalam hal memperbaiki mobil yang mengalami overheating, konsumen perlu memeriksa kemungkinan komponen terdampak.Baca juga: Salah Posisi Tuas Transmisi Matik Saat Macet Bisa Bikin Overheat“Jangan berhenti pada perbaikan komponen yang menyebabkan mesin overheat, seperti sistem pendingin yang rusak atau disfungsi, tapi perlu memeriksa dampaknya juga,” ucap Hardi kepada Kompas.com, Kamis (5/9/2024).Hardi mengatakan, beberapa komponen mesin akan terdampak ketika overheating terjadi. Seperti adanya perubahan bentuk kepala silinder dan blok mesin.“Ada kemungkinan celah blok mesin dan kepala silinder sudah terlalu besar efek panas berlebihan, akibatnya ada kompresi yang bocor dalam skala kecil,” ucap Hardi.Baca juga: Langkah Tepat Mengatasi Mobil Overheat Saat BerkendaraTangkapan layar Indikator suhu air radiator mobil menunjukkan overheatMenurut Hardi, kerusakan dalam skala kecil tersebut berpotensi terlewat dari pemeriksaan, akibatnya mesin menjadi lebih mudah mengalami overheating.“Gelembung udara dari kompresi mesin akan sangat cepat memicu terjadinya overheating ketika terjebak dalam water jacket,” ucap Hardi.Maka dari itu, mobil menjadi mudah overheat ketika dioperasikan untuk aktivitas berat seperti menanjak, kecepatan tinggi dan mengangkut beban berat. Sementara pemakaian biasa, mesin tampak normal saja.",06/09/2024,OTOMOTIF
60,Federal Oil Umumkan Pemenang Program Nyaman Berhadiah 2024,"JAKARTA, KOMPAS.com - Federal Oil, merek dari PT ExxonMobil Lubricants Indonesia (PT EMLI), kembali mengumumkan pemenang beruntung dalam program ""Nyaman Berhadiah 2024"" periode Agustus.Program ini memberikan kesempatan kepada pengguna motor matic di seluruh Indonesia untuk memenangkan berbagai hadiah menarik.Pada undian yang dilakukan pada 8 dan 25 Agustus 2024, Federal Oil membagikan hadiah berupa motor Honda PCX 160cc, Yamaha XMAX 250cc, iPhone 15, tiket dan akomodasi untuk menonton MotoGP di Lombok, serta ribuan hadiah lainnya.Baca juga: Waspada Macet, Ada Rekonstruksi di Jalan Tol Jakarta-CikampekRommy Averdy Saat, Market Development General Manager PT EMLI, mengucapkan selamat kepada para pemenang.“Selamat kepada para pemenang yang beruntung di periode Agustus 2024. Semoga hadiah yang didapatkan dapat bermanfaat dan makin nyaman digunakan untuk kebutuhan sehari-hari,” ujar Rommy.Foto: Oil Federal OilBagi konsumen yang belum beruntung, program Nyaman Berhadiah 2024 masih berlanjut hingga 31 Desember 2024 dengan ribuan hadiah yang akan diundi setiap bulan.Baca juga: Pengguna Kendaraan Diimbau Hati-hati Saat Lewat Flyover Manahan SoloDaftar pemenang periode Agustus dapat dilihat di website resmi Federal Oil atau Instagram @federaloil_id.",06/09/2024,OTOMOTIF
61,"Toyota New Fortuner Resmi Meluncur, Harga mulai Rp 600 Jutaan"," JAKARTA, KOMPAS.com - PT Toyota Astra Motor (TAM) resmi meluncurkan New Fortuner. Seremonialnya dilakukan di Jakarta Pusat, pada Jumat (6/9/2024).Mobil yang bermain di segmen Sport Utility Vehicle (SUV) ini hadir dengan sejumlah sentuhan baru.Hiroyuki Ueda Presiden Director PT TAM, di Jakarta Pusat mengatakan, Fortuner secara konsisten mempertahankan kepemimpinannya di segmen SUV tinggi selama satu dekade terakhir, dan sekarang mencapai pangsa pasar lebih dari 40 persen.“Kami berharap New Fortuner akan terus memenuhi kebutuhan mobilitas yang terus berubah di pasar Indonesia,” ucap Hiroyuki Ueda, di Jakarta Pusat, Jumat (6/9/2024).Bicara soal ubahan, pada bagian eksterior tampilan grill berubah menjadi lebih minimalis namun tetap terlihat modern dan gagah, persis seperti Fortuner Legender yang sebelumnya sudah meluncur di Thailand.Baca juga: Jadwal MotoGP San Marino 2024, Sesi Latihan Dimulai Hari IniBagian kaki-kaki juga mendapat pembaruan, di mana New Fortuner sudah mendapat pelek dengan desain terbaru baik untuk tipe VRZ 4x2 maupun GR 4x4.Toyota juga menyediakan Aero Package yang bisa membuat mobil ini tampil lebih sporty dengan penambahan akesesori bodykit seperti pada bagian bumper depan, belakang dan spoiler.Berlanjut ke bagian interior New Fortuner mendapat aksen jahitan merah untuk tipe GR, new digital rear view mirrror, head unit 9 inci yang sudah mendapat T-Intouch, serta layar 11,6 inci di baris kedua.KOMPAS.com/ Aprida Nanda Toyota New Fortuner Resmi Meluncur, Harga Mulai Rp 600 JutaanNew Fortuner masih mengusung mesin 1GD berkapasitas 2.800 cc turbo diesel yang di atas kertas mampu memproduksi tenaga hingga 201 Tk pada 3.400 rpm dan torsi sebesar 499,1 Nm pada putaran 1.600 sampai 2.800 rpm.Ada juga pilihan mesin bensin 2.700 cc dengan output 160 Tk pada 3.400 rpm dan torsi 245 pada 4.000 rpm.Ada beberapa tipe yang tersedia mulai dari mulai dari GR Sport 4x4, sampai pilihan penggerak roda, 4x2 dan 4x4.Baca juga: Chery Jangkau Kalimantan SelatanBerikut harga New Fortuner:Type SRZ 2.7 4x2- 2.7 SRZ Rp 614.000.000 (New Lineup)- 2.7 SRZ w/ GR Parts Aeropackage Rp 623.300.000Type VRZ 2.8 4x2- 2.8 VRZ Rp 640.500.000- 2.8 VRZ TSS Rp 652.700.000- 2.8 VRZ TSS w/ GR Parts Aeropackage Rp 663.200.000Type 2.8 4x4- 2.8 VRZ 4x4 Rp 742.800.000- 2.8 GR-S 4x4 Rp 761.700.000",06/09/2024,OTOMOTIF
62,"Agustus Tidak Ada Puso, Pompanisasi di Banten Dongkrak Kenaikan NTP","KOMPAS.com – Nilai tukar petani (NTP) nasional pada Agustus 2024 mencapai 119,85 atau naik 0,20 persen jika dibandingkan NTP bulan sebelumnya.  Deputi Bidang Distribusi dan Jasa Badan Pusat Statistik (BPS) Pudji Ismartini dalam rilis Berita Resmi Statistik (BRS) 2024 di Jakarta, Senin (2/9/2024) menyebutkan, naiknya NTP terjadi karena indeks harga yang diterima petani (IT) naik 0,08 persen.Sementra itu, indeks harga yang dibayar petani (IB) mengalami penurunan sebesar 0,12 persen.NTP sejumlah provinsi juga mengalami kenaikan, seperti Gorontalo yang mengalami kenaikan tertinggi sebesar 2,60 persen disusul Banten sebesar 1,93.Kepala Dinas Pertanian Provinsi Banten Agus M Tauchid menyebutkan, kenaikan tersebut dipengaruhi subsektor tanaman pangan.Baca juga: Kementan Ingin Kembangkan Champion Cabai untuk Jaga Stabilitas HargaDalam hal ini, petani padi pada minggu kedua Agustus memasuki panen raya dengan rata-rata harga gabah kering panen (GKP) Rp 6.300 per kilogram (kg) dan gabah kering giling (GKG) Rp 7.300.Agus mengatakan, panen raya Agustus ini tidak mengalami gagal panen (puso) akibat musim kemarau. “Ini adalah keberhasilan program pompanisasi dan irigasi perpompaan. Selain itu, kegagalan panen akibat serangan hama WBC pada agustus dapat diantisipasi,” ujarnya dalam siaran pers. Sebelumnya, Menteri Pertanian (Mentan) Andi Amran Sulaiman mengatakan, pompanisasi merupakan solusi cepat dalam memperluas areal tanam (PAT) saat kekeringan panjang akibat gelombang panas dunia. Lewat program tersebut, Amran meyakini Indonesia mampu meningkatkan produksi secara maksimal.Baca juga: Kementan Pastikan Stok Cabai Nasional Aman hingga Akhir Tahun""Pompanisasi sudah kami didistribusikan secara merata. Kini, saatnya bekerja meningkatkan indeks pertanaman dari yang tadinya satu kali menjadi tiga kali dalam setahun,” ajaknya. Amran mengatakan, pihaknya bisa memastikan Indonesia mampu mencapai swasembada hingga menjadi lumbung pangan dunia. Untuk diketahui, pemerintah melalui Kementerian Pertanian (Kementan) tengah menggenjot produksi padi melalui program Perluasan Areal Tanam (PAT) dan pompanisasi di sejumlah wilayah di Indonesia. Agus mengatakan, beberapa komoditas perkebunan yang digenjot, seperti kopi dan cengkeh di wilayah pada bulan Agustus, juga memasuki panen raya dan diiringi dengan kenaikan harga jual.Baca juga: Kementan Ajak FAO Tingkatkan Tata Kelola Perkebunan Kelapa Sawit Berkelanjutan”Untuk kopi, kenaikannya sampai sampai 100 persen, demikian juga harga cengkeh tahun ini lebih baik dibandingkan tahun kemarin,” ujar Agus.",06/09/2024,MONEY
63,"Waspada Macet, Ada Rekonstruksi di Jalan Tol Jakarta-Cikampek","JAKARTA, KOMPAS.com - PT Jasamarga Transjawa Tol (JTT) akan melakukan proses rekonstruksi jembatan dan jalan di Ruas Tol Jakarta-Cikampek, bersama PT Jasamarga Tollroad Maintenance (JMTM).Selama proses pengerjaan, beberapa mitigasi sebagai langkah ketika menghadapi kepadatan lalu lintas telah disiapkan.Dari pengalihan arus lalu lintas yang terdampak sebelum area kerja, mempersempit area kerja, contraflow bila terjadi kepadatan, sampai koordinasi dengan kepolisian.Untuk rincian tanggal dan lokasi pekerjaan di Ruas Jalan Tol Jakarta-Cikampek sebagai berikut:Baca juga: Tarif Tol BSD Naik dalam Waktu Dekat1. Sabtu (07/09) pukul 14.00 WIB-Jumat (13/09) pukul 14.00 WIB terdapat rekonstruksi jembatan Km 62+720 arah Cikampek lajur 3.Jasa Marga pengerjaan jalan di Tol Jakarta-Cikampek2. Minggu (08/09) pukul 09.00 WIB-Jumat (13/09) pukul 18.00 WIB terdapat rekonstruksi jalan di Km 19+809-Km 20+074 arah Cikampek lajur 1.3. Senin (09/09) pukul 08.00 WIB-Sabtu (14/09) pukul 11.00 WIB terdapat rekonstruksi jalan di Km 27+753-Km 27+622 arah Jakarta lajur 1 dan lajur 2.""PT Jasamarga Transjawa Tol memohon maaf atas ketidaknyamanan yang ditimbulkan akibat adanya pekerjaan dimaksud,"" tulis Amri Sanusi, Senior Manager Representative Office 1 PT JTT dalam keterangan resminya, Jumat (6/9/2024).",06/09/2024,OTOMOTIF
64,Pengguna Kendaraan Diimbau Hati-hati Saat Lewat Flyover Manahan Solo,"SOLO, KOMPAS.com - Melewati jalan layang, terutama di area yang padat seperti flyover Manahan, Solo, Jawa Tengah membutuhkan kewaspadaan ekstra dari para pengemudi kendaraan bermotor.Struktur jalan yang lebih tinggi, ditambah dengan pertigaan di tengahnya membuat pengemudi harus fokus dan memperhatikan kecepatan kendaraan, jika tidak maka bisa mengakibatkan kecelakaan.Seperti yang baru-baru ini terjadi, pengendara mobil Honda Civic yang mengemudi dalam keadaan mabuk dan berkecepatan tinggi, menabrak pengemudi sepeda motor Honda Supra hingga tewas.Baca juga: Penjual Sayur Tewas Ditabrak Pengendara Mobil Mabuk di Solo, Keluarga Korban: Usut TuntasKOMPAS.com/GARRY LOTULUNG Mural di dinding jembatan layang Manahan dari udara di Solo, Jawa Tengah, Jumat (24/5/2019). Mural tokoh figur Pandawa Lima seperti Yusdistira, Bima, Arjuna, Nakula dan Sadewa menghiasi dinding sepanjang 2500 meter. Fly over Manahan Solo dirancang sepanjang 600 meter dan lebar 9 meter.Terlepas, dari pengemudi mobil yang mabuk, jalan flyover Manahan khususnya pada pertigaan memang berbahaya dan memiliki risiko tinggi.Training Director Safety Defensive Consultant Indonesia (SDCI) Sony Susmana mengatakan, lewati flyover itu ada dua bahaya yang akan ditemui, yaitu crosswind dan lebar track terbatas.“Berkendara di flyover sama dengan di jalan biasa, hanya ada tambahan perhitungan terhadap angin dan lebar track aja, jadi harus berbagi fokus,” kata Sony kepada Kompas.com, Kamis (5/9/2024).Baca juga: Siap-siap, Toyota Fortuner Terbaru Meluncur Siang IniSeperti yang diketahui, flyover Manahan, Solo ini memiliki pertigaan yang menambah kerumitan lalu lintas di area tersebut, sehingga fokus dan kehati-hatian antar pengendara harus lebih ditingkatkan.Sony juga mengatakan, kewaspadaan dan perhitungan yang cermat sangat penting untuk memastikan keselamatan saat melewati flyover.“Di persimpangan itu memang idealnya berhenti atau mengurangi kecepatan, biasakan berhitung dan lihat kanan-kiri. Jika simpangan tiga, hitung tiga detik , empat detik untuk simpangan empat dan seterusnya. Jangan hanya modal yakin untuk melintas,” kata Sony.",06/09/2024,OTOMOTIF
